PFI,UFI,FTYPE_CODE,NAME,NFEAT_ID,NUNIQ_LOC,STATE,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI,x_centroid,y_centroid
1.33154e+07,5.09886e+07,locality,HILLGROVE (NSW),22211,HILLGROVE (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.35557600520409,-35.043583874156774
1.33154e+07,5.09886e+07,locality,LOCKHART (NSW),22212,LOCKHART (NSW),NSW,5684,2008-07-17,0,2016-07-06,146.76751328768987,-35.179494908893091
1.53058e+07,5.09886e+07,locality,BURRINJUCK (NSW),37089,BURRINJUCK (NSW),NSW,5817,2011-06-23,0,2016-07-06,148.58059811000783,-35.001927301839693
1.33154e+07,5.09886e+07,locality,OURA (NSW),22213,OURA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.59870891574039,-35.082335709642457
1.33154e+07,5.09886e+07,locality,WEE JASPER (NSW),22214,WEE JASPER (NSW),NSW,5684,2008-07-17,0,2016-07-06,148.66295281783118,-35.136922455697373
1.53058e+07,5.09886e+07,locality,NARRANGULLEN (NSW),37090,NARRANGULLEN (NSW),NSW,5817,2011-06-23,0,2016-07-06,148.73220679275738,-35.044160147603243
1.33154e+07,5.09886e+07,locality,BOMEN (NSW),22215,BOMEN (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.43316303553939,-35.061383419524986
1.53058e+07,5.09886e+07,locality,CAVAN (NSW),37091,CAVAN (NSW),NSW,5817,2011-06-23,0,2016-07-06,148.84806109864599,-35.048583078890616
1.3857e+07,5.09886e+07,locality,KARTE (SA),18313,KARTE (SA),SA,5734,2009-05-14,0,2016-07-06,140.78245807675779,-35.052608484284228
1.53058e+07,5.09886e+07,locality,BOAMBOLO (NSW),37092,BOAMBOLO (NSW),NSW,5817,2011-06-23,0,2016-07-06,148.89207938747151,-35.013320714568302
1.53058e+07,5.09886e+07,locality,JEIR (NSW),37093,JEIR (NSW),NSW,5817,2011-06-23,0,2016-07-06,148.95988352790175,-35.053952955162224
1.53058e+07,5.09886e+07,locality,MURRUMBATEMAN (NSW),37094,MURRUMBATEMAN (NSW),NSW,5817,2011-06-23,0,2016-07-06,148.98413100057286,-35.002788952341525
1.33154e+07,5.09886e+07,locality,CHARLES STURT UNIVERSITY (NSW),22216,CHARLES STURT UNIVERSITY (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.35831077380993,-35.060511691089836
1.33154e+07,5.09886e+07,locality,KORALEIGH (NSW),14908,KORALEIGH (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.44041526169312,-35.128553746302117
1.33154e+07,5.09886e+07,locality,EUNANOREENYA (NSW),22217,EUNANOREENYA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.47015712188201,-35.083008474004359
4.16208e+06,5.09886e+07,locality,TUTYE,1600,TUTYE,VIC,4897,2002-01-14,0,2016-07-06,141.48021503265937,-35.190089450149372
1.33154e+07,5.09886e+07,locality,FARGUNYAH (NSW),22218,FARGUNYAH (NSW),NSW,5684,2008-07-17,0,2016-07-06,146.74475357212177,-35.123557687741254
4.16208e+06,5.09886e+07,locality,COWANGIE,1170,COWANGIE,VIC,4897,2002-01-14,0,2016-07-06,141.36522786630277,-35.188255860649321
1.33154e+07,5.09886e+07,locality,BOOROOMA (NSW),22219,BOOROOMA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.36699587877243,-35.071123172150394
1.33154e+07,5.09886e+07,locality,ESTELLA (NSW),22220,ESTELLA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.35083154298596,-35.075485031820662
1.33154e+07,5.09886e+07,locality,CARTWRIGHTS HILL (NSW),22221,CARTWRIGHTS HILL (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.39219052789068,-35.074972153613778
1.33154e+07,5.09886e+07,locality,CONARGO (NSW),22222,CONARGO (NSW),NSW,5684,2008-07-17,0,2016-07-06,145.17200619162230,-35.242741793570779
1.33154e+07,5.09886e+07,locality,NORTH WAGGA WAGGA (NSW),22223,NORTH WAGGA WAGGA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.38812115680267,-35.095595548775435
4.16208e+06,5.09886e+07,locality,MURRAYVILLE,1433,MURRAYVILLE,VIC,4897,2002-01-14,0,2016-07-06,141.20630153326542,-35.197714337445447
1.33154e+07,5.09886e+07,locality,MUNDARLO (NSW),22224,MUNDARLO (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.82000609001983,-35.124873792438905
4.16208e+06,5.09886e+07,locality,WOOD WOOD,11794,WOOD WOOD,VIC,4897,2002-01-14,0,2016-07-06,143.33293782229629,-35.101511932566105
1.3857e+07,5.09886e+07,locality,LAMEROO (SA),18314,LAMEROO (SA),SA,5734,2009-05-14,0,2016-07-06,140.55603050572955,-35.283185174995154
4.16208e+06,5.09886e+07,locality,COCAMBA,1159,COCAMBA,VIC,4897,2002-01-14,0,2016-07-06,142.90531737790516,-35.110810805641897
1.33154e+07,5.09886e+07,locality,MOORONG (NSW),22225,MOORONG (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.31243207729531,-35.111818347047453
1.33154e+07,5.09886e+07,locality,YARRAGUNDRY (NSW),22226,YARRAGUNDRY (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.22164563758841,-35.121474407316605
4.16208e+06,5.09886e+07,locality,LINGA,1357,LINGA,VIC,4897,2002-01-14,0,2016-07-06,141.68362607751570,-35.173970181000698
1.33154e+07,5.09886e+07,locality,WAGGA WAGGA (NSW),22227,WAGGA WAGGA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.35983638288036,-35.108172593473299
1.33154e+07,5.09886e+07,locality,DILPURRA (NSW),14909,DILPURRA (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.70141727836790,-35.185821202659959
4.16208e+06,5.09886e+07,locality,CARINA,1140,CARINA,VIC,4897,2002-01-14,0,2016-07-06,141.09512727828323,-35.214244008178973
4.16209e+06,5.09886e+07,locality,MIRALIE,1407,MIRALIE,VIC,4897,2002-01-14,0,2016-07-06,143.32308044635437,-35.127883563192839
1.33154e+07,5.09886e+07,locality,BORAMBOLA (NSW),22228,BORAMBOLA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.68665603520151,-35.153541686368939
1.33154e+07,5.09886e+07,locality,FOREST HILL (NSW),22229,FOREST HILL (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.46521385875135,-35.151336001100240
1.33154e+07,5.09886e+07,locality,TUMBLONG (NSW),22230,TUMBLONG (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.98250128594762,-35.142909129967791
4.16209e+06,5.09886e+07,locality,NYAH,11305,NYAH,VIC,4897,2002-01-14,0,2016-07-06,143.36368422586298,-35.148727932386919
1.33155e+07,5.09886e+07,locality,BELFRAYDEN (NSW),22231,BELFRAYDEN (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.05530878001233,-35.116511075456437
1.33155e+07,5.09886e+07,locality,GUMLY GUMLY (NSW),22232,GUMLY GUMLY (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.43181358687943,-35.132062824309067
4.15998e+06,5.25526e+07,locality,CHAPPLE VALE,12674,CHAPPLE VALE,VIC,4897,2002-01-14,0,2017-02-01,143.29594190286588,-38.633744106341567
1.33155e+07,5.09886e+07,locality,DHURAGOON (NSW),14910,DHURAGOON (NSW),NSW,5684,2008-07-17,0,2016-07-06,144.10789526327397,-35.209510581091948
4.15996e+06,5.25526e+07,locality,KENNEDYS CREEK,7082,KENNEDYS CREEK,VIC,4897,2002-01-14,0,2017-02-01,143.25084082490460,-38.598718906543461
1.33155e+07,5.09886e+07,locality,SAN ISIDORE (NSW),22233,SAN ISIDORE (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.28947051532421,-35.124761539397028
1.33155e+07,5.09886e+07,locality,COURAGAGO (NSW),22234,COURAGAGO (NSW),NSW,5684,2008-07-17,0,2016-07-06,148.49268551681007,-35.106430760707092
1.33155e+07,5.09886e+07,locality,ALFREDTOWN (NSW),22235,ALFREDTOWN (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.54118802815472,-35.153258582425508
4.15996e+06,5.25526e+07,locality,BEECH FOREST,120,BEECH FOREST,VIC,4712,2002-01-14,0,2017-02-01,143.59253806970941,-38.634736675017528
1.33155e+07,5.09886e+07,locality,EAST WAGGA WAGGA (NSW),22236,EAST WAGGA WAGGA (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.40249495740974,-35.129572043142787
1.53058e+07,5.09886e+07,locality,MULLION (NSW),37095,MULLION (NSW),NSW,5817,2011-06-23,0,2016-07-06,148.87505705032655,-35.143603364336187
1.33155e+07,5.09886e+07,locality,ASHMONT (NSW),22237,ASHMONT (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.33170414156240,-35.124718108151875
1.33155e+07,5.09886e+07,locality,SPEEWA (NSW),14911,SPEEWA (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.55419452623818,-35.191378366150204
1.33155e+07,5.09886e+07,locality,TURVEY PARK (NSW),22238,TURVEY PARK (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.36191858873383,-35.127256133232514
1.33155e+07,5.09886e+07,locality,KOORINGAL (NSW),22239,KOORINGAL (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.37682626482490,-35.140476467568156
1.33155e+07,5.09886e+07,locality,GLENFIELD PARK (NSW),22240,GLENFIELD PARK (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.33255375703212,-35.136993660560620
1.33155e+07,5.09886e+07,locality,COREE (NSW),22241,COREE (NSW),NSW,5684,2008-07-17,0,2016-07-06,145.49769487104868,-35.312777077761268
1.33155e+07,5.09886e+07,locality,NIEMUR (NSW),14912,NIEMUR (NSW),NSW,5684,2008-07-17,0,2016-07-06,144.30786150959020,-35.237777434203835
1.33155e+07,5.09886e+07,locality,MOUNT AUSTIN (NSW),22242,MOUNT AUSTIN (NSW),NSW,5684,2008-07-17,0,2016-07-06,147.35563820799328,-35.136857199739985
4.16005e+06,5.25526e+07,locality,IRREWILLIPE,12651,IRREWILLIPE,VIC,4897,2002-01-14,0,2017-02-01,143.41801320899185,-38.453102835644955
4.16002e+06,5.25526e+07,locality,KAWARREN,436,KAWARREN,VIC,4712,2002-01-14,0,2017-02-01,143.61276170264350,-38.496889229950575
4.16e+06,5.25526e+07,locality,GELLIBRAND,353,GELLIBRAND,VIC,4712,2002-01-14,0,2017-02-01,143.56479944328001,-38.534875867191225
4.15999e+06,5.25526e+07,locality,CARLISLE RIVER,5575,CARLISLE RIVER,VIC,4897,2002-01-14,0,2017-02-01,143.41737431738855,-38.565443070921482
4.15999e+06,5.25526e+07,locality,COORIEMUNGLE,12667,COORIEMUNGLE,VIC,4897,2002-01-14,0,2017-02-01,143.13616152383617,-38.559689268124089
4.15997e+06,5.25526e+07,locality,PRINCETOWN,12678,PRINCETOWN,VIC,4897,2002-01-14,0,2017-02-01,143.17194513990319,-38.651407967260297
1.53057e+07,5.09884e+07,locality,PAN BAN (NSW),37061,PAN BAN (NSW),NSW,5817,2011-06-23,0,2016-07-06,143.16858676198083,-33.168087756086869
1.53057e+07,5.09884e+07,locality,MOORARA (NSW),37062,MOORARA (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.61650675035619,-33.083007710388685
1.33153e+07,5.09884e+07,locality,MENINDEE (NSW),22156,MENINDEE (NSW),NSW,5684,2008-07-17,0,2016-07-06,142.49823963298530,-33.006153769110433
1.33153e+07,5.09884e+07,locality,POONCARIE (NSW),22155,POONCARIE (NSW),NSW,5684,2008-07-17,0,2016-07-06,142.42454893055839,-33.441253877442691
1.33153e+07,5.09884e+07,locality,SCOTIA (NSW),22157,SCOTIA (NSW),NSW,5684,2008-07-17,0,2016-07-06,141.42120719905779,-33.204623452031292
1.33153e+07,5.09884e+07,locality,BROKEN HILL (NSW),22158,BROKEN HILL (NSW),NSW,5684,2008-07-17,0,2016-07-06,141.29472953854182,-33.052139450751930
1.33153e+07,5.09884e+07,locality,ARUMPO (NSW),22159,ARUMPO (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.00850422611921,-33.658047918837219
1.53057e+07,5.09884e+07,locality,ANABRANCH NORTH (NSW),37063,ANABRANCH NORTH (NSW),NSW,5817,2011-06-23,0,2016-07-06,141.80187928300688,-33.296353327468942
1.33153e+07,5.09884e+07,locality,ANABRANCH SOUTH (NSW),37064,ANABRANCH SOUTH (NSW),NSW,5684,2008-07-17,0,2016-07-06,141.69014005895875,-33.715945171619779
1.33153e+07,5.09884e+07,locality,HATFIELD (NSW),22161,HATFIELD (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.68659641553407,-33.751154465853404
1.53057e+07,5.09884e+07,locality,CLARE (NSW),37065,CLARE (NSW),NSW,5817,2011-06-23,0,2016-07-06,143.85887348566206,-33.580687817190110
1.33154e+07,5.09884e+07,locality,PINE CAMP (NSW),37066,PINE CAMP (NSW),NSW,5684,2008-07-17,0,2016-07-06,141.22327266663970,-33.670490138514985
1.53057e+07,5.09884e+07,locality,PARA (NSW),37067,PARA (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.09240639517867,-33.652770434548998
1.80543e+07,5.09884e+07,locality,DANGGALI (SA),0,DANGGALI (SA),SA,5930,2016-05-23,0,2016-07-06,140.84118087753336,-33.536738080697809
1.3857e+07,5.09884e+07,locality,CALPERUM STATION (SA),24352,CALPERUM STATION (SA),SA,5734,2009-05-14,0,2016-07-06,140.65307611326685,-33.834335940751572
1.80543e+07,5.09884e+07,locality,CHOWILLA (SA),0,CHOWILLA (SA),SA,5930,2016-05-23,0,2016-07-06,140.87304964989025,-33.747169067520808
1.33153e+07,5.09884e+07,locality,WENTWORTH (NSW),14890,WENTWORTH (NSW),NSW,5684,2008-07-17,0,2016-07-06,142.02403881754381,-33.920189092411661
1.33154e+07,5.09884e+07,locality,OXLEY (NSW),22163,OXLEY (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.99983331336253,-34.114855580031545
1.53057e+07,5.09884e+07,locality,ELLERSLIE (WENTWORTH) (NSW),38206,ELLERSLIE (WENTWORTH) (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.02798309912814,-33.824133423502474
1.33154e+07,5.09884e+07,locality,BALRANALD (NSW),14893,BALRANALD (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.41701907490301,-34.333405237289426
1.53057e+07,5.09884e+07,locality,RUFUS (NSW),37068,RUFUS (NSW),NSW,5817,2011-06-23,0,2016-07-06,141.34085179262158,-33.994820425191335
1.33154e+07,5.09884e+07,locality,CORRONG (NSW),22164,CORRONG (NSW),NSW,5684,2008-07-17,0,2016-07-06,144.40846270504107,-34.116715298034691
1.3857e+07,5.09884e+07,locality,MURTHO (SA),18270,MURTHO (SA),SA,5734,2009-05-14,0,2016-07-06,140.87598325471302,-34.080862301268901
1.53057e+07,5.09884e+07,locality,POMONA (NSW),37070,POMONA (NSW),NSW,5817,2011-06-23,0,2016-07-06,141.88993908411197,-34.022087232870561
1.26133e+07,5.09884e+07,locality,LINDSAY POINT,11768,LINDSAY POINT,VIC,4897,2007-05-15,4.16214e+06,2016-07-06,141.01404133578296,-34.118645016936888
1.33154e+07,5.09884e+07,locality,COOMEALLA (NSW),37071,COOMEALLA (NSW),NSW,5684,2008-07-17,0,2016-07-06,142.09235103436592,-34.087979825484545
1.80543e+07,5.09884e+07,locality,HAWKS NEST STATION (SA),0,HAWKS NEST STATION (SA),SA,5930,2016-05-23,0,2016-07-06,140.51911762150581,-34.073210931871124
1.26133e+07,5.09884e+07,locality,MURRAY-SUNSET,11769,MURRAY-SUNSET,VIC,4897,2007-05-15,4.16213e+06,2016-07-06,141.47663523529715,-34.709360052326780
1.33154e+07,5.09884e+07,locality,CURLWAA (NSW),14898,CURLWAA (NSW),NSW,5684,2008-07-17,0,2016-07-06,141.97708870808708,-34.103257553043726
1.53057e+07,5.09884e+07,locality,DARETON (NSW),14896,DARETON (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.03536617690469,-34.097654011091791
1.20154e+07,5.09884e+07,locality,WARGAN,11770,WARGAN,VIC,4897,2007-05-02,4.16213e+06,2016-07-06,141.83269000133512,-34.189672648375222
1.20154e+07,5.09884e+07,locality,YELTA,1670,YELTA,VIC,4897,2007-05-02,4.16213e+06,2016-07-06,142.00805241188522,-34.127001117366895
1.3857e+07,5.09884e+07,locality,COOLTONG (SA),18271,COOLTONG (SA),SA,5734,2009-05-14,0,2016-07-06,140.67372796684458,-34.100520353898048
1.3857e+07,5.09884e+07,locality,CHAFFEY (SA),18272,CHAFFEY (SA),SA,5734,2009-05-14,0,2016-07-06,140.70639642003704,-34.093597845441074
4.16214e+06,5.09884e+07,locality,CULLULLERAINE,11771,CULLULLERAINE,VIC,4897,2002-01-14,0,2016-07-06,141.64874669706589,-34.200936874174900
1.53057e+07,5.09884e+07,locality,MOURQUONG (NSW),37072,MOURQUONG (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.16574802698727,-34.138477906909351
1.3857e+07,5.09884e+07,locality,RENMARK NORTH (SA),18273,RENMARK NORTH (SA),SA,5734,2009-05-14,0,2016-07-06,140.74704194287216,-34.121669423834071
1.33154e+07,5.09884e+07,locality,MALLEE (NSW),37069,MALLEE (NSW),NSW,5684,2008-07-17,0,2016-07-06,142.53255133046900,-34.235177529282680
4.16214e+06,5.09884e+07,locality,MERBEIN,1391,MERBEIN,VIC,4897,2002-01-14,0,2016-07-06,142.04750722586857,-34.161325005686017
1.53057e+07,5.09884e+07,locality,BURONGA (NSW),14892,BURONGA (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.18917750856733,-34.160244489218130
1.53057e+07,5.09884e+07,locality,GOL GOL (NSW),14897,GOL GOL (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.22491356171307,-34.166985931924138
1.33154e+07,5.09884e+07,locality,NEDS CORNER,11772,NEDS CORNER,VIC,4897,2008-07-17,4.16214e+06,2016-07-06,141.38919534218641,-34.212839805152598
1.53057e+07,5.09884e+07,locality,BOEILL CREEK (NSW),37073,BOEILL CREEK (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.10579104476614,-34.153849819781115
4.16214e+06,5.09884e+07,locality,MILDURA,1403,MILDURA,VIC,4897,2002-01-14,0,2016-07-06,142.12456288755021,-34.208005811836507
1.3857e+07,5.09884e+07,locality,WONUARRA (SA),18274,WONUARRA (SA),SA,5734,2009-05-14,0,2016-07-06,140.89659363297108,-34.200096179011304
1.3857e+07,5.09884e+07,locality,RENMARK WEST (SA),18275,RENMARK WEST (SA),SA,5734,2009-05-14,0,2016-07-06,140.69725355312843,-34.163524052996756
4.16214e+06,5.09884e+07,locality,BIRDWOODTON,11774,BIRDWOODTON,VIC,4897,2002-01-14,0,2016-07-06,142.06916458097351,-34.201626112811731
1.3857e+07,5.09884e+07,locality,MONASH (SA),18278,MONASH (SA),SA,5734,2009-05-14,0,2016-07-06,140.58080225361022,-34.193979007779518
1.33154e+07,5.09884e+07,locality,ONE TREE (NSW),22166,ONE TREE (NSW),NSW,5684,2008-07-17,0,2016-07-06,144.44282256982626,-34.283156831755598
1.3857e+07,5.09884e+07,locality,RENMARK (SA),18276,RENMARK (SA),SA,5734,2009-05-14,0,2016-07-06,140.74809270986881,-34.167637871461615
4.16214e+06,5.09884e+07,locality,NICHOLS POINT,11775,NICHOLS POINT,VIC,4897,2002-01-14,0,2016-07-06,142.21460591161355,-34.211941527550067
4.16214e+06,5.09884e+07,locality,CABARITA,11776,CABARITA,VIC,4897,2002-01-14,0,2016-07-06,142.08550679954914,-34.206542271195893
4.16214e+06,5.09884e+07,locality,MERBEIN SOUTH,11777,MERBEIN SOUTH,VIC,4897,2002-01-14,0,2016-07-06,142.01801818961030,-34.219963984062005
4.16214e+06,5.09884e+07,locality,MERBEIN WEST,11773,MERBEIN WEST,VIC,4897,2002-01-14,0,2016-07-06,142.00725968453438,-34.167269849286534
1.33154e+07,5.09884e+07,locality,MAUDE (NSW),22165,MAUDE (NSW),NSW,5684,2008-07-17,0,2016-07-06,144.18978324239541,-34.489991435536709
1.3857e+07,5.09884e+07,locality,PARINGA (SA),18277,PARINGA (SA),SA,5734,2009-05-14,0,2016-07-06,140.78500170913011,-34.177065061964598
1.53057e+07,5.09884e+07,locality,TRENTHAM CLIFFS (NSW),37074,TRENTHAM CLIFFS (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.26005717123479,-34.243426535971388
4.16215e+06,5.09884e+07,locality,IRYMPLE,1296,IRYMPLE,VIC,4897,2002-01-14,0,2016-07-06,142.16877809883127,-34.252573860180526
1.3857e+07,5.09884e+07,locality,OLD CALPERUM (SA),18279,OLD CALPERUM (SA),SA,5734,2009-05-14,0,2016-07-06,140.68375632476233,-34.221678683134456
4.16215e+06,5.09884e+07,locality,KOORLONG,11778,KOORLONG,VIC,4897,2002-01-14,0,2016-07-06,142.04597969518485,-34.314879369378026
1.3857e+07,5.09884e+07,locality,RENMARK SOUTH (SA),18280,RENMARK SOUTH (SA),SA,5734,2009-05-14,0,2016-07-06,140.72193289983903,-34.211639626948518
1.3857e+07,5.09884e+07,locality,MUNDIC CREEK (SA),18281,MUNDIC CREEK (SA),SA,5734,2009-05-14,0,2016-07-06,140.78946934697530,-34.210993901133904
1.3857e+07,5.09884e+07,locality,CRESCENT (SA),18282,CRESCENT (SA),SA,5734,2009-05-14,0,2016-07-06,140.74550346601282,-34.204796766281994
1.53057e+07,5.09884e+07,locality,PARINGI (NSW),37075,PARINGI (NSW),NSW,5684,2011-06-23,1.33154e+07,2016-07-06,142.39042509092246,-34.291842504550502
4.16215e+06,5.09884e+07,locality,MERRINEE,1398,MERRINEE,VIC,4897,2002-01-14,0,2016-07-06,141.85006700379904,-34.401243080863942
1.53057e+07,5.09884e+07,locality,MONAK (NSW),14895,MONAK (NSW),NSW,5817,2011-06-23,0,2016-07-06,142.29070253376779,-34.297822045085219
1.3857e+07,5.09884e+07,locality,BARMERA (SA),18283,BARMERA (SA),SA,5734,2009-05-14,0,2016-07-06,140.50862038442079,-34.227549088819963
1.3857e+07,5.09884e+07,locality,PIKE RIVER (SA),18284,PIKE RIVER (SA),SA,5734,2009-05-14,0,2016-07-06,140.76703972167979,-34.274644606571329
4.16215e+06,5.09884e+07,locality,RED CLIFFS,1506,RED CLIFFS,VIC,4897,2002-01-14,0,2016-07-06,142.24723058652521,-34.342784488628787
4.16215e+06,5.09884e+07,locality,CARDROSS,11779,CARDROSS,VIC,4897,2002-01-14,0,2016-07-06,142.12537911566884,-34.307285427556927
1.3857e+07,5.09884e+07,locality,YAMBA (SA),18285,YAMBA (SA),SA,5734,2009-05-14,0,2016-07-06,140.89053690021933,-34.289507422462286
1.3857e+07,5.09884e+07,locality,LYRUP (SA),18286,LYRUP (SA),SA,5734,2009-05-14,0,2016-07-06,140.66669496502806,-34.266953803203997
4.16213e+06,5.09884e+07,locality,WERRIMULL,1635,WERRIMULL,VIC,4897,2002-01-14,0,2016-07-06,141.56221247175694,-34.408816765179282
4.16212e+06,5.09884e+07,locality,MERINGUR,1393,MERINGUR,VIC,4897,2002-01-14,0,2016-07-06,141.28376459721977,-34.396317798354602
1.33154e+07,5.09884e+07,locality,WAUGORAH (NSW),22167,WAUGORAH (NSW),NSW,5684,2008-07-17,0,2016-07-06,143.81000988025616,-34.509340598417417
1.3857e+07,5.09884e+07,locality,GLOSSOP (SA),18287,GLOSSOP (SA),SA,5734,2009-05-14,0,2016-07-06,140.54891573371319,-34.281205624742725
1.3857e+07,5.09884e+07,locality,BERRI (SA),18288,BERRI (SA),SA,5734,2009-05-14,0,2016-07-06,140.60773206547142,-34.277045363982140
1.3857e+07,5.09884e+07,locality,GURRA GURRA (SA),18289,GURRA GURRA (SA),SA,5734,2009-05-14,0,2016-07-06,140.64028841413085,-34.300840146366838
1.3857e+07,5.09884e+07,locality,WINKIE (SA),18290,WINKIE (SA),SA,5734,2009-05-14,0,2016-07-06,140.54279646608273,-34.319621052224711
4.16212e+06,5.09884e+07,locality,CARWARP,1143,CARWARP,VIC,4897,2002-01-14,0,2016-07-06,142.13580122399628,-34.530138470129636
1.3857e+07,5.09884e+07,locality,BUGLE HUT (SA),18294,BUGLE HUT (SA),SA,5734,2009-05-14,0,2016-07-06,140.73782597653704,-34.406261252972648
1.3857e+07,5.09884e+07,locality,BOOKPURNONG (SA),18295,BOOKPURNONG (SA),SA,5734,2009-05-14,0,2016-07-06,140.62025335249496,-34.357038132168370
4.16212e+06,5.09884e+07,locality,IRAAK,11780,IRAAK,VIC,4897,2002-01-14,0,2016-07-06,142.29388808944543,-34.427173603156696
1.3857e+07,5.09885e+07,locality,KATARAPKO (SA),18296,KATARAPKO (SA),SA,5734,2009-05-14,0,2016-07-06,140.54437855212706,-34.403311994182189
1.3857e+07,5.09885e+07,locality,LOXTON NORTH (SA),18297,LOXTON NORTH (SA),SA,5734,2009-05-14,0,2016-07-06,140.61872156940055,-34.410023097463586
4.16212e+06,5.09885e+07,locality,NANGILOC,11298,NANGILOC,VIC,4897,2002-01-14,0,2016-07-06,142.30100270730770,-34.478436344059006
1.33154e+07,5.09885e+07,locality,HAY SOUTH (NSW),22169,HAY SOUTH (NSW),NSW,5684,2008-07-17,0,2016-07-06,144.80512573775104,-34.659385059767182
1.33154e+07,5.09885e+07,locality,CARRATHOOL (NSW),22170,CARRATHOOL (NSW),NSW,5684,2008-07-17,0,2016-07-06,145.34498075338109,-34.652889848576983
1.53057e+07,5.09885e+07,locality,DARLINGTON POINT (NSW),37076,DARLINGTON POINT (NSW),NSW,5817,2011-06-23,0,2016-07-06,145.89805215984754,-34.609216935081662
1.53057e+07,5.09885e+07,locality,BENEREMBAH (NSW),37077,BENEREMBAH (NSW),NSW,5817,2011-06-23,0,2016-07-06,145.81939434754804,-34.527750358476524
1.53057e+07,5.09885e+07,locality,WILLBRIGGIE (NSW),37078,WILLBRIGGIE (NSW),NSW,5817,2011-06-23,0,2016-07-06,145.99272672156988,-34.529992325595245
1.33154e+07,5.09884e+07,locality,HAY (NSW),22168,HAY (NSW),NSW,5684,2008-07-17,0,2016-07-06,144.59457711095004,-34.515982486159267
1.3857e+07,5.09884e+07,locality,SPECTACLE LAKE (SA),18291,SPECTACLE LAKE (SA),SA,5734,2009-05-14,0,2016-07-06,140.50272156800153,-34.303750014122507
1.3857e+07,5.09884e+07,locality,TALDRA (SA),18292,TALDRA (SA),SA,5734,2009-05-14,0,2016-07-06,140.88872147080349,-34.422802240428211
1.3857e+07,5.09884e+07,locality,GERARD (SA),18293,GERARD (SA),SA,5734,2009-05-14,0,2016-07-06,140.51211475160960,-34.354661369389753
1.53058e+07,5.09885e+07,locality,WHITTON (NSW),37079,WHITTON (NSW),NSW,5817,2011-06-23,0,2016-07-06,146.13976483643191,-34.563670155335693
1.53058e+07,5.09885e+07,locality,STANBRIDGE (NSW),37080,STANBRIDGE (NSW),NSW,5817,2011-06-23,0,2016-07-06,146.26484394017635,-34.520062925819936
1.53058e+07,5.09885e+07,locality,LEETON (NSW),37081,LEETON (NSW),NSW,5817,2011-06-23,0,2016-07-06,146.38758324711051,-34.540122735029755
1.3857e+07,5.09885e+07,locality,LOXTON (SA),18298,LOXTON (SA),SA,5734,2009-05-14,0,2016-07-06,140.59314147378336,-34.474307291773812
1.53058e+07,5.09885e+07,locality,CORBIE HILL (NSW),37082,CORBIE HILL (NSW),NSW,5817,2011-06-23,0,2016-07-06,146.47886633421751,-34.553454707126683
4.16212e+06,5.09885e+07,locality,COLIGNAN,11249,COLIGNAN,VIC,4897,2002-01-14,0,2016-07-06,142.33940564079981,-34.539115143705907
