PFI,UFI,FTYPE_CODE,NAME,NFEAT_ID,NUNIQ_LOC,STATE,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
1.33154e+07,5.09886e+07,locality,HILLGROVE (NSW),22211,HILLGROVE (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,LOCKHART (NSW),22212,LOCKHART (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09886e+07,locality,BURRINJUCK (NSW),37089,BURRINJUCK (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09886e+07,locality,OURA (NSW),22213,OURA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,WEE JASPER (NSW),22214,WEE JASPER (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09886e+07,locality,NARRANGULLEN (NSW),37090,NARRANGULLEN (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09886e+07,locality,BOMEN (NSW),22215,BOMEN (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09886e+07,locality,CAVAN (NSW),37091,CAVAN (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.3857e+07,5.09886e+07,locality,KARTE (SA),18313,KARTE (SA),SA,5734,2009-05-14,0,2016-07-06
1.53058e+07,5.09886e+07,locality,BOAMBOLO (NSW),37092,BOAMBOLO (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53058e+07,5.09886e+07,locality,JEIR (NSW),37093,JEIR (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53058e+07,5.09886e+07,locality,MURRUMBATEMAN (NSW),37094,MURRUMBATEMAN (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09886e+07,locality,CHARLES STURT UNIVERSITY (NSW),22216,CHARLES STURT UNIVERSITY (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,KORALEIGH (NSW),14908,KORALEIGH (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,EUNANOREENYA (NSW),22217,EUNANOREENYA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16208e+06,5.09886e+07,locality,TUTYE,1600,TUTYE,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09886e+07,locality,FARGUNYAH (NSW),22218,FARGUNYAH (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16208e+06,5.09886e+07,locality,COWANGIE,1170,COWANGIE,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09886e+07,locality,BOOROOMA (NSW),22219,BOOROOMA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,ESTELLA (NSW),22220,ESTELLA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,CARTWRIGHTS HILL (NSW),22221,CARTWRIGHTS HILL (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,CONARGO (NSW),22222,CONARGO (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,NORTH WAGGA WAGGA (NSW),22223,NORTH WAGGA WAGGA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16208e+06,5.09886e+07,locality,MURRAYVILLE,1433,MURRAYVILLE,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09886e+07,locality,MUNDARLO (NSW),22224,MUNDARLO (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16208e+06,5.09886e+07,locality,WOOD WOOD,11794,WOOD WOOD,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09886e+07,locality,LAMEROO (SA),18314,LAMEROO (SA),SA,5734,2009-05-14,0,2016-07-06
4.16208e+06,5.09886e+07,locality,COCAMBA,1159,COCAMBA,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09886e+07,locality,MOORONG (NSW),22225,MOORONG (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,YARRAGUNDRY (NSW),22226,YARRAGUNDRY (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16208e+06,5.09886e+07,locality,LINGA,1357,LINGA,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09886e+07,locality,WAGGA WAGGA (NSW),22227,WAGGA WAGGA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,DILPURRA (NSW),14909,DILPURRA (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16208e+06,5.09886e+07,locality,CARINA,1140,CARINA,VIC,4897,2002-01-14,0,2016-07-06
4.16209e+06,5.09886e+07,locality,MIRALIE,1407,MIRALIE,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09886e+07,locality,BORAMBOLA (NSW),22228,BORAMBOLA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,FOREST HILL (NSW),22229,FOREST HILL (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09886e+07,locality,TUMBLONG (NSW),22230,TUMBLONG (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16209e+06,5.09886e+07,locality,NYAH,11305,NYAH,VIC,4897,2002-01-14,0,2016-07-06
1.33155e+07,5.09886e+07,locality,BELFRAYDEN (NSW),22231,BELFRAYDEN (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,GUMLY GUMLY (NSW),22232,GUMLY GUMLY (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.15998e+06,5.25526e+07,locality,CHAPPLE VALE,12674,CHAPPLE VALE,VIC,4897,2002-01-14,0,2017-02-01
1.33155e+07,5.09886e+07,locality,DHURAGOON (NSW),14910,DHURAGOON (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.15996e+06,5.25526e+07,locality,KENNEDYS CREEK,7082,KENNEDYS CREEK,VIC,4897,2002-01-14,0,2017-02-01
1.33155e+07,5.09886e+07,locality,SAN ISIDORE (NSW),22233,SAN ISIDORE (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,COURAGAGO (NSW),22234,COURAGAGO (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,ALFREDTOWN (NSW),22235,ALFREDTOWN (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.15996e+06,5.25526e+07,locality,BEECH FOREST,120,BEECH FOREST,VIC,4712,2002-01-14,0,2017-02-01
1.33155e+07,5.09886e+07,locality,EAST WAGGA WAGGA (NSW),22236,EAST WAGGA WAGGA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09886e+07,locality,MULLION (NSW),37095,MULLION (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33155e+07,5.09886e+07,locality,ASHMONT (NSW),22237,ASHMONT (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,SPEEWA (NSW),14911,SPEEWA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,TURVEY PARK (NSW),22238,TURVEY PARK (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,KOORINGAL (NSW),22239,KOORINGAL (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,GLENFIELD PARK (NSW),22240,GLENFIELD PARK (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,COREE (NSW),22241,COREE (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,NIEMUR (NSW),14912,NIEMUR (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33155e+07,5.09886e+07,locality,MOUNT AUSTIN (NSW),22242,MOUNT AUSTIN (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16005e+06,5.25526e+07,locality,IRREWILLIPE,12651,IRREWILLIPE,VIC,4897,2002-01-14,0,2017-02-01
4.16002e+06,5.25526e+07,locality,KAWARREN,436,KAWARREN,VIC,4712,2002-01-14,0,2017-02-01
4.16e+06,5.25526e+07,locality,GELLIBRAND,353,GELLIBRAND,VIC,4712,2002-01-14,0,2017-02-01
4.15999e+06,5.25526e+07,locality,CARLISLE RIVER,5575,CARLISLE RIVER,VIC,4897,2002-01-14,0,2017-02-01
4.15999e+06,5.25526e+07,locality,COORIEMUNGLE,12667,COORIEMUNGLE,VIC,4897,2002-01-14,0,2017-02-01
4.15997e+06,5.25526e+07,locality,PRINCETOWN,12678,PRINCETOWN,VIC,4897,2002-01-14,0,2017-02-01
1.53057e+07,5.09884e+07,locality,PAN BAN (NSW),37061,PAN BAN (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53057e+07,5.09884e+07,locality,MOORARA (NSW),37062,MOORARA (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33153e+07,5.09884e+07,locality,MENINDEE (NSW),22156,MENINDEE (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33153e+07,5.09884e+07,locality,POONCARIE (NSW),22155,POONCARIE (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33153e+07,5.09884e+07,locality,SCOTIA (NSW),22157,SCOTIA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33153e+07,5.09884e+07,locality,BROKEN HILL (NSW),22158,BROKEN HILL (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33153e+07,5.09884e+07,locality,ARUMPO (NSW),22159,ARUMPO (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53057e+07,5.09884e+07,locality,ANABRANCH NORTH (NSW),37063,ANABRANCH NORTH (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33153e+07,5.09884e+07,locality,ANABRANCH SOUTH (NSW),37064,ANABRANCH SOUTH (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33153e+07,5.09884e+07,locality,HATFIELD (NSW),22161,HATFIELD (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53057e+07,5.09884e+07,locality,CLARE (NSW),37065,CLARE (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09884e+07,locality,PINE CAMP (NSW),37066,PINE CAMP (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53057e+07,5.09884e+07,locality,PARA (NSW),37067,PARA (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.80543e+07,5.09884e+07,locality,DANGGALI (SA),0,DANGGALI (SA),SA,5930,2016-05-23,0,2016-07-06
1.3857e+07,5.09884e+07,locality,CALPERUM STATION (SA),24352,CALPERUM STATION (SA),SA,5734,2009-05-14,0,2016-07-06
1.80543e+07,5.09884e+07,locality,CHOWILLA (SA),0,CHOWILLA (SA),SA,5930,2016-05-23,0,2016-07-06
1.33153e+07,5.09884e+07,locality,WENTWORTH (NSW),14890,WENTWORTH (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09884e+07,locality,OXLEY (NSW),22163,OXLEY (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53057e+07,5.09884e+07,locality,ELLERSLIE (WENTWORTH) (NSW),38206,ELLERSLIE (WENTWORTH) (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09884e+07,locality,BALRANALD (NSW),14893,BALRANALD (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53057e+07,5.09884e+07,locality,RUFUS (NSW),37068,RUFUS (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09884e+07,locality,CORRONG (NSW),22164,CORRONG (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09884e+07,locality,MURTHO (SA),18270,MURTHO (SA),SA,5734,2009-05-14,0,2016-07-06
1.53057e+07,5.09884e+07,locality,POMONA (NSW),37070,POMONA (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.26133e+07,5.09884e+07,locality,LINDSAY POINT,11768,LINDSAY POINT,VIC,4897,2007-05-15,4.16214e+06,2016-07-06
1.33154e+07,5.09884e+07,locality,COOMEALLA (NSW),37071,COOMEALLA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.80543e+07,5.09884e+07,locality,HAWKS NEST STATION (SA),0,HAWKS NEST STATION (SA),SA,5930,2016-05-23,0,2016-07-06
1.26133e+07,5.09884e+07,locality,MURRAY-SUNSET,11769,MURRAY-SUNSET,VIC,4897,2007-05-15,4.16213e+06,2016-07-06
1.33154e+07,5.09884e+07,locality,CURLWAA (NSW),14898,CURLWAA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53057e+07,5.09884e+07,locality,DARETON (NSW),14896,DARETON (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.20154e+07,5.09884e+07,locality,WARGAN,11770,WARGAN,VIC,4897,2007-05-02,4.16213e+06,2016-07-06
1.20154e+07,5.09884e+07,locality,YELTA,1670,YELTA,VIC,4897,2007-05-02,4.16213e+06,2016-07-06
1.3857e+07,5.09884e+07,locality,COOLTONG (SA),18271,COOLTONG (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,CHAFFEY (SA),18272,CHAFFEY (SA),SA,5734,2009-05-14,0,2016-07-06
4.16214e+06,5.09884e+07,locality,CULLULLERAINE,11771,CULLULLERAINE,VIC,4897,2002-01-14,0,2016-07-06
1.53057e+07,5.09884e+07,locality,MOURQUONG (NSW),37072,MOURQUONG (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.3857e+07,5.09884e+07,locality,RENMARK NORTH (SA),18273,RENMARK NORTH (SA),SA,5734,2009-05-14,0,2016-07-06
1.33154e+07,5.09884e+07,locality,MALLEE (NSW),37069,MALLEE (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16214e+06,5.09884e+07,locality,MERBEIN,1391,MERBEIN,VIC,4897,2002-01-14,0,2016-07-06
1.53057e+07,5.09884e+07,locality,BURONGA (NSW),14892,BURONGA (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53057e+07,5.09884e+07,locality,GOL GOL (NSW),14897,GOL GOL (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09884e+07,locality,NEDS CORNER,11772,NEDS CORNER,VIC,4897,2008-07-17,4.16214e+06,2016-07-06
1.53057e+07,5.09884e+07,locality,BOEILL CREEK (NSW),37073,BOEILL CREEK (NSW),NSW,5817,2011-06-23,0,2016-07-06
4.16214e+06,5.09884e+07,locality,MILDURA,1403,MILDURA,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,WONUARRA (SA),18274,WONUARRA (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,RENMARK WEST (SA),18275,RENMARK WEST (SA),SA,5734,2009-05-14,0,2016-07-06
4.16214e+06,5.09884e+07,locality,BIRDWOODTON,11774,BIRDWOODTON,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,MONASH (SA),18278,MONASH (SA),SA,5734,2009-05-14,0,2016-07-06
1.33154e+07,5.09884e+07,locality,ONE TREE (NSW),22166,ONE TREE (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09884e+07,locality,RENMARK (SA),18276,RENMARK (SA),SA,5734,2009-05-14,0,2016-07-06
4.16214e+06,5.09884e+07,locality,NICHOLS POINT,11775,NICHOLS POINT,VIC,4897,2002-01-14,0,2016-07-06
4.16214e+06,5.09884e+07,locality,CABARITA,11776,CABARITA,VIC,4897,2002-01-14,0,2016-07-06
4.16214e+06,5.09884e+07,locality,MERBEIN SOUTH,11777,MERBEIN SOUTH,VIC,4897,2002-01-14,0,2016-07-06
4.16214e+06,5.09884e+07,locality,MERBEIN WEST,11773,MERBEIN WEST,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09884e+07,locality,MAUDE (NSW),22165,MAUDE (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09884e+07,locality,PARINGA (SA),18277,PARINGA (SA),SA,5734,2009-05-14,0,2016-07-06
1.53057e+07,5.09884e+07,locality,TRENTHAM CLIFFS (NSW),37074,TRENTHAM CLIFFS (NSW),NSW,5817,2011-06-23,0,2016-07-06
4.16215e+06,5.09884e+07,locality,IRYMPLE,1296,IRYMPLE,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,OLD CALPERUM (SA),18279,OLD CALPERUM (SA),SA,5734,2009-05-14,0,2016-07-06
4.16215e+06,5.09884e+07,locality,KOORLONG,11778,KOORLONG,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,RENMARK SOUTH (SA),18280,RENMARK SOUTH (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,MUNDIC CREEK (SA),18281,MUNDIC CREEK (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,CRESCENT (SA),18282,CRESCENT (SA),SA,5734,2009-05-14,0,2016-07-06
1.53057e+07,5.09884e+07,locality,PARINGI (NSW),37075,PARINGI (NSW),NSW,5684,2011-06-23,1.33154e+07,2016-07-06
4.16215e+06,5.09884e+07,locality,MERRINEE,1398,MERRINEE,VIC,4897,2002-01-14,0,2016-07-06
1.53057e+07,5.09884e+07,locality,MONAK (NSW),14895,MONAK (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.3857e+07,5.09884e+07,locality,BARMERA (SA),18283,BARMERA (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,PIKE RIVER (SA),18284,PIKE RIVER (SA),SA,5734,2009-05-14,0,2016-07-06
4.16215e+06,5.09884e+07,locality,RED CLIFFS,1506,RED CLIFFS,VIC,4897,2002-01-14,0,2016-07-06
4.16215e+06,5.09884e+07,locality,CARDROSS,11779,CARDROSS,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,YAMBA (SA),18285,YAMBA (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,LYRUP (SA),18286,LYRUP (SA),SA,5734,2009-05-14,0,2016-07-06
4.16213e+06,5.09884e+07,locality,WERRIMULL,1635,WERRIMULL,VIC,4897,2002-01-14,0,2016-07-06
4.16212e+06,5.09884e+07,locality,MERINGUR,1393,MERINGUR,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09884e+07,locality,WAUGORAH (NSW),22167,WAUGORAH (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09884e+07,locality,GLOSSOP (SA),18287,GLOSSOP (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,BERRI (SA),18288,BERRI (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,GURRA GURRA (SA),18289,GURRA GURRA (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,WINKIE (SA),18290,WINKIE (SA),SA,5734,2009-05-14,0,2016-07-06
4.16212e+06,5.09884e+07,locality,CARWARP,1143,CARWARP,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,BUGLE HUT (SA),18294,BUGLE HUT (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,BOOKPURNONG (SA),18295,BOOKPURNONG (SA),SA,5734,2009-05-14,0,2016-07-06
4.16212e+06,5.09884e+07,locality,IRAAK,11780,IRAAK,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09885e+07,locality,KATARAPKO (SA),18296,KATARAPKO (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09885e+07,locality,LOXTON NORTH (SA),18297,LOXTON NORTH (SA),SA,5734,2009-05-14,0,2016-07-06
4.16212e+06,5.09885e+07,locality,NANGILOC,11298,NANGILOC,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,HAY SOUTH (NSW),22169,HAY SOUTH (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09885e+07,locality,CARRATHOOL (NSW),22170,CARRATHOOL (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53057e+07,5.09885e+07,locality,DARLINGTON POINT (NSW),37076,DARLINGTON POINT (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53057e+07,5.09885e+07,locality,BENEREMBAH (NSW),37077,BENEREMBAH (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53057e+07,5.09885e+07,locality,WILLBRIGGIE (NSW),37078,WILLBRIGGIE (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09884e+07,locality,HAY (NSW),22168,HAY (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09884e+07,locality,SPECTACLE LAKE (SA),18291,SPECTACLE LAKE (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,TALDRA (SA),18292,TALDRA (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09884e+07,locality,GERARD (SA),18293,GERARD (SA),SA,5734,2009-05-14,0,2016-07-06
1.53058e+07,5.09885e+07,locality,WHITTON (NSW),37079,WHITTON (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53058e+07,5.09885e+07,locality,STANBRIDGE (NSW),37080,STANBRIDGE (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53058e+07,5.09885e+07,locality,LEETON (NSW),37081,LEETON (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.3857e+07,5.09885e+07,locality,LOXTON (SA),18298,LOXTON (SA),SA,5734,2009-05-14,0,2016-07-06
1.53058e+07,5.09885e+07,locality,CORBIE HILL (NSW),37082,CORBIE HILL (NSW),NSW,5817,2011-06-23,0,2016-07-06
4.16212e+06,5.09885e+07,locality,COLIGNAN,11249,COLIGNAN,VIC,4897,2002-01-14,0,2016-07-06
1.53058e+07,5.09885e+07,locality,GOGELDRIE (NSW),37083,GOGELDRIE (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.3857e+07,5.09885e+07,locality,PYAP (SA),18299,PYAP (SA),SA,5734,2009-05-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,COLEAMBALLY (NSW),22171,COLEAMBALLY (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09885e+07,locality,WOODLEIGH (SA),18300,WOODLEIGH (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09885e+07,locality,PYAP WEST (SA),18301,PYAP WEST (SA),SA,5734,2009-05-14,0,2016-07-06
1.53058e+07,5.09885e+07,locality,MERUNGLE HILL (NSW),37084,MERUNGLE HILL (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09885e+07,locality,HATTAH,1279,HATTAH,VIC,4897,2008-07-17,4.16212e+06,2016-07-06
1.3857e+07,5.09885e+07,locality,PATA (SA),18302,PATA (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09885e+07,locality,TAPLAN (SA),18303,TAPLAN (SA),SA,5734,2009-05-14,0,2016-07-06
1.53058e+07,5.09885e+07,locality,YANCO (NSW),37085,YANCO (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09885e+07,locality,YANGA (NSW),22172,YANGA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09885e+07,locality,EUROLEY (NSW),37086,EUROLEY (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.33154e+07,5.09885e+07,locality,KERI KERI (NSW),22173,KERI KERI (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.53058e+07,5.09885e+07,locality,CUDGEL (NSW),37087,CUDGEL (NSW),NSW,5817,2011-06-23,0,2016-07-06
1.53058e+07,5.09885e+07,locality,NARRANDERA (NSW),37088,NARRANDERA (NSW),NSW,5817,2011-06-23,0,2016-07-06
4.16213e+06,5.09885e+07,locality,LAKE POWELL,10318,LAKE POWELL,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,BOOROORBAN (NSW),22174,BOOROORBAN (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.16211e+06,5.09885e+07,locality,BOUNDARY BEND,11787,BOUNDARY BEND,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,FOUR CORNERS (NSW),22175,FOUR CORNERS (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09885e+07,locality,MERIBAH (SA),18304,MERIBAH (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09885e+07,locality,PARUNA (SA),18305,PARUNA (SA),SA,5734,2009-05-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,GILLENBAH (NSW),22176,GILLENBAH (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09885e+07,locality,MABINS WELL (NSW),22177,MABINS WELL (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09885e+07,locality,MALPAS (SA),18306,MALPAS (SA),SA,5734,2009-05-14,0,2016-07-06
1.3857e+07,5.09885e+07,locality,VEITCH (SA),18307,VEITCH (SA),SA,5734,2009-05-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,MOULAMEIN (NSW),14899,MOULAMEIN (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.1621e+06,5.09885e+07,locality,WEMEN,11788,WEMEN,VIC,4897,2002-01-14,0,2016-07-06
4.1621e+06,5.09885e+07,locality,NARRUNG,11789,NARRUNG,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,COROBIMILLA (NSW),27248,COROBIMILLA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09885e+07,locality,KYALITE (NSW),14900,KYALITE (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.1621e+06,5.09885e+07,locality,LIPAROO,11790,LIPAROO,VIC,4897,2002-01-14,0,2016-07-06
1.3857e+07,5.09885e+07,locality,ALAWOONA (SA),18308,ALAWOONA (SA),SA,5734,2009-05-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,KENLEY,11791,KENLEY,VIC,4897,2008-07-17,4.1621e+06,2016-07-06
4.1621e+06,5.09885e+07,locality,KOOLOONONG,1326,KOOLOONONG,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,MORUNDAH (NSW),22179,MORUNDAH (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.1621e+06,5.09885e+07,locality,WANDOWN,11792,WANDOWN,VIC,4897,2002-01-14,0,2016-07-06
4.1621e+06,5.09885e+07,locality,ANNUELLO,1065,ANNUELLO,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,STEAM PLAINS (NSW),22180,STEAM PLAINS (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09885e+07,locality,ARGOON (NSW),22181,ARGOON (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09885e+07,locality,MOOLPA (NSW),14901,MOOLPA (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.33154e+07,5.09885e+07,locality,WILLURAH (NSW),22182,WILLURAH (NSW),NSW,5684,2008-07-17,0,2016-07-06
4.1621e+06,5.09885e+07,locality,OUYEN,1470,OUYEN,VIC,4897,2002-01-14,0,2016-07-06
1.33154e+07,5.09885e+07,locality,GOODNIGHT (NSW),14902,GOODNIGHT (NSW),NSW,5684,2008-07-17,0,2016-07-06
1.3857e+07,5.09885e+07,locality,SCHELL WELL (SA),18309,SCHELL WELL (SA),SA,5734,2009-05-14,0,2016-07-06
