PFI,UFI,FTYPE_CODE,NAME,NFEAT_ID,NUNIQ_LOC,STATE,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
9.91048e+06,5.2541e+07,locality,CLYDEBANK,12874,CLYDEBANK,VIC,4897,2002-01-30,0,2017-01-27
4.16005e+06,5.09919e+07,locality,MEPUNGA WEST,12657,MEPUNGA WEST,VIC,4897,2002-01-14,0,2016-07-06
4.16005e+06,5.09919e+07,locality,CORONET BAY,252,CORONET BAY,VIC,4712,2002-01-14,0,2016-07-06
4.16005e+06,5.09919e+07,locality,ADAMS ESTATE,57,ADAMS ESTATE,VIC,4712,2002-01-14,0,2016-07-06
4.16004e+06,5.09919e+07,locality,EASTERN VIEW,305,EASTERN VIEW,VIC,4712,2002-01-14,0,2016-07-06
4.16095e+06,5.29303e+07,locality,MAGPIE,12485,MAGPIE,VIC,4897,2002-01-14,0,2017-05-05
9.91062e+06,5.09919e+07,locality,WOODSIDE NORTH,12977,WOODSIDE NORTH,VIC,4897,2002-01-30,0,2016-07-06
4.16094e+06,5.29303e+07,locality,MOUNT HELEN,12486,MOUNT HELEN,VIC,4897,2002-01-14,0,2017-05-05
4.16004e+06,5.09919e+07,locality,AYRFORD,12656,AYRFORD,VIC,4897,2002-01-14,0,2016-07-06
4.16092e+06,5.29303e+07,locality,BUNINYONG,11386,BUNINYONG,VIC,4897,2002-01-14,0,2017-05-05
9.91057e+06,5.30248e+07,locality,SEAVIEW,12930,SEAVIEW,VIC,4897,2002-01-30,0,2017-05-26
4.16003e+06,5.09919e+07,locality,CAPE SCHANCK,200,CAPE SCHANCK,VIC,4712,2002-01-14,0,2016-07-06
9.91058e+06,5.30248e+07,locality,TRIDA,12940,TRIDA,VIC,4897,2002-01-30,0,2017-05-26
4.16015e+06,5.30248e+07,locality,POOWONG,644,POOWONG,VIC,4712,2002-01-14,0,2017-05-26
9.91044e+06,5.2541e+07,locality,MUNRO,1430,MUNRO,VIC,4897,2002-01-30,0,2017-01-27
9.91044e+06,5.2541e+07,locality,STRATFORD,1553,STRATFORD,VIC,4897,2002-01-30,0,2017-01-27
9.91044e+06,5.2541e+07,locality,LLOWALONG,12843,LLOWALONG,VIC,4897,2002-01-30,0,2017-01-27
9.91059e+06,5.30248e+07,locality,HALLSTON,12949,HALLSTON,VIC,4897,2002-01-30,0,2017-05-26
4.16012e+06,5.30248e+07,locality,LOCH,486,LOCH,VIC,4712,2002-01-14,0,2017-05-26
9.9106e+06,5.30248e+07,locality,MIRBOO NORTH,4010,MIRBOO NORTH,VIC,4897,2002-01-30,0,2017-05-26
9.9106e+06,5.30248e+07,locality,MOUNT ECCLES,12957,MOUNT ECCLES,VIC,4897,2002-01-30,0,2017-05-26
9.9106e+06,5.30248e+07,locality,WILD DOG VALLEY,12958,WILD DOG VALLEY,VIC,4897,2002-01-30,0,2017-05-26
1.57256e+07,5.30249e+07,locality,WOOREEN,38197,WOOREEN,VIC,5828,2011-10-14,0,2017-05-26
4.16008e+06,5.30249e+07,locality,GRANTVILLE,374,GRANTVILLE,VIC,4712,2002-01-14,0,2017-05-26
9.91061e+06,5.30249e+07,locality,BERRYS CREEK,5092,BERRYS CREEK,VIC,4897,2002-01-30,0,2017-05-26
4.16003e+06,5.09919e+07,locality,MEPUNGA EAST,12658,MEPUNGA EAST,VIC,4897,2002-01-14,0,2016-07-06
4.16003e+06,5.09919e+07,locality,NULLAWARRE NORTH,18466,NULLAWARRE NORTH,VIC,4897,2002-01-14,0,2016-07-06
9.91064e+06,5.30249e+07,locality,LEONGATHA SOUTH,12991,LEONGATHA SOUTH,VIC,4897,2002-01-30,0,2017-05-26
9.91064e+06,5.30249e+07,locality,DUMBALK,11257,DUMBALK,VIC,4897,2002-01-30,0,2017-05-26
4.16003e+06,5.09919e+07,locality,MEPUNGA,12660,MEPUNGA,VIC,4897,2002-01-14,0,2016-07-06
9.91064e+06,5.30249e+07,locality,DUMBALK NORTH,12992,DUMBALK NORTH,VIC,4897,2002-01-30,0,2017-05-26
9.91063e+06,5.09919e+07,locality,WOODSIDE,12984,WOODSIDE,VIC,4897,2002-01-30,0,2016-07-06
9.91065e+06,5.30249e+07,locality,TURTONS CREEK,9350,TURTONS CREEK,VIC,4897,2002-01-30,0,2017-05-26
4.16004e+06,5.09919e+07,locality,MOGGS CREEK,537,MOGGS CREEK,VIC,4712,2002-01-14,0,2016-07-06
9.91062e+06,5.30249e+07,locality,KARDELLA,12972,KARDELLA,VIC,4897,2002-01-30,0,2017-05-26
4.16003e+06,5.09919e+07,locality,COWES,254,COWES,VIC,4712,2002-01-14,0,2016-07-06
9.91062e+06,5.30249e+07,locality,RUBY,1519,RUBY,VIC,4897,2002-01-30,0,2017-05-26
4.16001e+06,5.09919e+07,locality,SILVERLEAVES,705,SILVERLEAVES,VIC,4712,2002-01-14,0,2016-07-06
4.16002e+06,5.09919e+07,locality,NULLAWARRE,12662,NULLAWARRE,VIC,4897,2002-01-14,0,2016-07-06
4.16096e+06,5.10387e+07,locality,BULLA,177,BULLA,VIC,4712,2002-01-14,0,2016-07-19
4.16005e+06,5.30249e+07,locality,KERNOT,446,KERNOT,VIC,4712,2002-01-14,0,2017-05-26
4.16002e+06,5.09919e+07,locality,RHYLL,663,RHYLL,VIC,4712,2002-01-14,0,2016-07-06
4.16002e+06,5.09919e+07,locality,VENTNOR,800,VENTNOR,VIC,4712,2002-01-14,0,2016-07-06
4.16005e+06,5.30249e+07,locality,GLEN FORBES,365,GLEN FORBES,VIC,4712,2002-01-14,0,2017-05-26
4.16e+06,5.30249e+07,locality,LANCE CREEK,470,LANCE CREEK,VIC,4712,2002-01-14,0,2017-05-26
4.16002e+06,5.09919e+07,locality,BENWERRIN,137,BENWERRIN,VIC,4712,2002-01-14,0,2016-07-06
9.91063e+06,5.30249e+07,locality,LEONGATHA,1353,LEONGATHA,VIC,4897,2002-01-30,0,2017-05-26
4.16002e+06,5.09919e+07,locality,BIG HILL (LORNE),12987,BIG HILL,VIC,4712,2002-01-14,0,2016-07-06
4.1609e+06,5.10387e+07,locality,MELBOURNE AIRPORT,519,MELBOURNE AIRPORT,VIC,4712,2002-01-14,0,2016-07-19
4.16087e+06,5.10387e+07,locality,TULLAMARINE,792,TULLAMARINE,VIC,4712,2002-01-14,0,2016-07-19
9.91063e+06,5.30249e+07,locality,BOOROOL,12980,BOOROOL,VIC,4897,2002-01-30,0,2017-05-26
9.91048e+06,5.10582e+07,locality,CROSSOVER,12873,CROSSOVER,VIC,4897,2002-01-30,0,2016-07-21
9.91063e+06,5.30249e+07,locality,MIRBOO,12983,MIRBOO,VIC,4897,2002-01-30,0,2017-05-26
4.16003e+06,5.30249e+07,locality,ALMURTA,63,ALMURTA,VIC,4712,2002-01-14,0,2017-05-26
9.91063e+06,5.30249e+07,locality,MARDAN,12981,MARDAN,VIC,4897,2002-01-30,0,2017-05-26
4.16003e+06,5.30249e+07,locality,BASS,109,BASS,VIC,4712,2002-01-14,0,2017-05-26
9.91063e+06,5.30249e+07,locality,KOOROOMAN,12985,KOOROOMAN,VIC,4897,2002-01-30,0,2017-05-26
4.16002e+06,5.30249e+07,locality,JUMBUNNA,430,JUMBUNNA,VIC,4712,2002-01-14,0,2017-05-26
9.91064e+06,5.30249e+07,locality,KONGWAK,462,KONGWAK,VIC,4712,2002-01-30,4.16002e+06,2017-05-26
9.91064e+06,5.30249e+07,locality,NERRENA,12988,NERRENA,VIC,4897,2002-01-30,0,2017-05-26
4.16131e+06,5.27197e+07,locality,KYNETON,1337,KYNETON,VIC,4897,2002-01-14,0,2017-03-06
4.16002e+06,5.09919e+07,locality,LORNE,491,LORNE,VIC,4712,2002-01-14,0,2016-07-06
4.16129e+06,5.27197e+07,locality,LAURISTON,12319,LAURISTON,VIC,4897,2002-01-14,0,2017-03-06
4.16e+06,5.09919e+07,locality,WOOLAMAI,860,WOOLAMAI,VIC,4712,2002-01-14,0,2016-07-06
4.1612e+06,5.27358e+07,locality,DERGHOLM,12351,DERGHOLM,VIC,4897,2002-01-14,0,2017-03-09
4.16129e+06,5.27197e+07,locality,PASTORIA,628,PASTORIA,VIC,4712,2002-01-14,0,2017-03-07
4.16118e+06,5.27358e+07,locality,NAREEN,12378,NAREEN,VIC,4897,2002-01-14,0,2017-03-09
4.16126e+06,5.27197e+07,locality,PIPERS CREEK,636,PIPERS CREEK,VIC,4712,2002-01-14,0,2017-03-07
4.16e+06,5.09919e+07,locality,COWLEYS CREEK,5945,COWLEYS CREEK,VIC,4897,2002-01-14,0,2016-07-06
4.16049e+06,5.27239e+07,locality,WERRIBEE SOUTH,833,WERRIBEE SOUTH,VIC,4712,2002-01-14,0,2017-03-08
4.16143e+06,5.27358e+07,locality,EDENHOPE,11260,EDENHOPE,VIC,4897,2002-01-14,0,2017-03-09
4.16001e+06,5.09919e+07,locality,THE COVE,12664,THE COVE,VIC,4897,2002-01-14,0,2016-07-06
4.16001e+06,5.09919e+07,locality,NIRRANDA,12665,NIRRANDA,VIC,4897,2002-01-14,0,2016-07-06
4.1614e+06,5.27358e+07,locality,TELANGATUK EAST,12235,TELANGATUK EAST,VIC,4897,2002-01-14,0,2017-03-09
4.16001e+06,5.09919e+07,locality,CHURCHILL ISLAND,226,CHURCHILL ISLAND,VIC,4712,2002-01-14,0,2016-07-06
4.16001e+06,5.09919e+07,locality,SUMMERLANDS,13220,SUMMERLANDS,VIC,4712,2002-01-14,0,2016-07-06
4.16139e+06,5.27358e+07,locality,HARROW,12249,HARROW,VIC,4897,2002-01-14,0,2017-03-09
4.16e+06,5.09919e+07,locality,SMITHS BEACH,707,SMITHS BEACH,VIC,4712,2002-01-14,0,2016-07-06
4.15999e+06,5.09919e+07,locality,SUNDERLAND BAY,746,SUNDERLAND BAY,VIC,4712,2002-01-14,0,2016-07-06
4.15999e+06,5.09919e+07,locality,SURF BEACH,13221,SURF BEACH,VIC,4712,2002-01-14,0,2016-07-06
1.38571e+07,5.27358e+07,locality,LANGKOOP,12252,LANGKOOP,VIC,4897,2009-05-14,1.26134e+07,2017-03-09
4.16116e+06,5.27358e+07,locality,BRIT BRIT,12381,BRIT BRIT,VIC,4897,2002-01-14,0,2017-03-09
4.15999e+06,5.09919e+07,locality,NEWHAVEN,587,NEWHAVEN,VIC,4712,2002-01-14,0,2016-07-06
4.16136e+06,5.27358e+07,locality,KANAGULK,1305,KANAGULK,VIC,4897,2002-01-14,0,2017-03-09
4.16133e+06,5.27358e+07,locality,KADNOOK,12282,KADNOOK,VIC,4897,2002-01-14,0,2017-03-09
1.26134e+07,5.27358e+07,locality,POOLAIJELO,12300,POOLAIJELO,VIC,4897,2007-05-15,4.16129e+06,2017-03-09
4.16129e+06,5.27358e+07,locality,CONNEWIRRICOO,12302,CONNEWIRRICOO,VIC,4897,2002-01-14,0,2017-03-09
4.16127e+06,5.27358e+07,locality,ROCKLANDS,12315,ROCKLANDS,VIC,4897,2002-01-14,0,2017-03-09
4.16126e+06,5.27358e+07,locality,POWERS CREEK,8458,POWERS CREEK,VIC,4897,2002-01-14,0,2017-03-09
4.16124e+06,5.27358e+07,locality,CULLA,12333,CULLA,VIC,4897,2002-01-14,0,2017-03-09
4.16125e+06,5.27358e+07,locality,CHETWYND,12338,CHETWYND,VIC,4897,2002-01-14,0,2017-03-09
4.16123e+06,5.27358e+07,locality,TARRAYOUKYAN,12345,TARRAYOUKYAN,VIC,4897,2002-01-14,0,2017-03-09
4.15997e+06,5.30249e+07,locality,DALYSTON,272,DALYSTON,VIC,4712,2002-01-14,0,2017-05-26
4.16013e+06,5.09918e+07,locality,CROSSLEY,12626,CROSSLEY,VIC,4897,2002-01-14,0,2016-07-06
4.16111e+06,5.27358e+07,locality,KONONGWOOTONG,12409,KONONGWOOTONG,VIC,4897,2002-01-14,0,2017-03-09
4.16013e+06,5.09918e+07,locality,ANGLESEA,70,ANGLESEA,VIC,4712,2002-01-14,0,2016-07-06
4.16013e+06,5.09918e+07,locality,SORRENTO,712,SORRENTO,VIC,4712,2002-01-14,0,2016-07-06
9.91066e+06,5.30249e+07,locality,STONY CREEK (FOSTER),13001,STONY CREEK,VIC,4897,2002-01-30,0,2017-05-26
4.16013e+06,5.09918e+07,locality,YANGERY,12628,YANGERY,VIC,4897,2002-01-14,0,2016-07-06
4.16134e+06,5.32662e+07,locality,BALMORAL,1083,BALMORAL,VIC,4897,2002-01-14,0,2017-09-12
4.16113e+06,5.27358e+07,locality,GRINGEGALGONA,12395,GRINGEGALGONA,VIC,4897,2002-01-14,0,2017-03-09
4.16125e+06,5.32662e+07,locality,VASEY,1604,VASEY,VIC,4897,2002-01-14,0,2017-09-12
4.16112e+06,5.27358e+07,locality,CAVENDISH,1148,CAVENDISH,VIC,4897,2002-01-14,0,2017-03-09
4.16112e+06,5.32662e+07,locality,BRIMBOAL,12403,BRIMBOAL,VIC,4897,2002-01-14,0,2017-09-12
1.15808e+07,5.32662e+07,locality,WANDO BRIDGE,14101,WANDO BRIDGE,VIC,5449,2004-12-01,0,2017-09-12
4.16107e+06,5.27358e+07,locality,MELVILLE FOREST,12419,MELVILLE FOREST,VIC,4897,2002-01-14,0,2017-03-09
4.16105e+06,5.27358e+07,locality,NANGEELA,12435,NANGEELA,VIC,4897,2002-01-14,0,2017-03-09
4.16104e+06,5.27358e+07,locality,WOOTONG VALE,12442,WOOTONG VALE,VIC,4897,2002-01-14,0,2017-03-09
4.16102e+06,5.27358e+07,locality,DUNROBIN,12449,DUNROBIN,VIC,4897,2002-01-14,0,2017-03-09
4.16101e+06,5.27358e+07,locality,BULART,12454,BULART,VIC,4897,2002-01-14,0,2017-03-09
4.16099e+06,5.27358e+07,locality,GRITJURK,12461,GRITJURK,VIC,4897,2002-01-14,0,2017-03-09
4.16099e+06,5.27358e+07,locality,COLERAINE,1163,COLERAINE,VIC,4897,2002-01-14,0,2017-03-09
4.16099e+06,5.27358e+07,locality,CASTERTON,1144,CASTERTON,VIC,4897,2002-01-14,0,2017-03-09
4.16092e+06,5.27358e+07,locality,HILGAY,12491,HILGAY,VIC,4897,2002-01-14,0,2017-03-09
4.16099e+06,5.32655e+07,locality,EAST WARBURTON,304,EAST WARBURTON,VIC,4712,2002-01-14,0,2017-09-12
4.16089e+06,5.32655e+07,locality,WARBURTON,817,WARBURTON,VIC,4712,2002-01-14,0,2017-09-12
4.16082e+06,5.32655e+07,locality,DON VALLEY,289,DON VALLEY,VIC,4712,2002-01-14,0,2017-09-12
4.16082e+06,5.32655e+07,locality,WESBURN,834,WESBURN,VIC,4712,2002-01-14,0,2017-09-12
9.91065e+06,5.30249e+07,locality,KOONWARRA,12997,KOONWARRA,VIC,4897,2002-01-30,0,2017-05-26
9.91065e+06,5.30249e+07,locality,MEENIYAN,1389,MEENIYAN,VIC,4897,2002-01-30,0,2017-05-26
4.16e+06,5.30249e+07,locality,KILCUNDA,451,KILCUNDA,VIC,4712,2002-01-14,0,2017-05-26
4.15999e+06,5.30249e+07,locality,WEST CREEK,835,WEST CREEK,VIC,4712,2002-01-14,0,2017-05-26
9.91065e+06,5.30249e+07,locality,DOLLAR,12998,DOLLAR,VIC,4897,2002-01-30,0,2017-05-26
4.15998e+06,5.30249e+07,locality,WATTLE BANK,826,WATTLE BANK,VIC,4712,2002-01-14,0,2017-05-26
4.15998e+06,5.30249e+07,locality,NORTH WONTHAGGI,598,NORTH WONTHAGGI,VIC,4712,2002-01-14,0,2017-05-26
4.15998e+06,5.30249e+07,locality,ST CLAIR,729,ST CLAIR,VIC,4712,2002-01-14,0,2017-05-26
9.91066e+06,5.30249e+07,locality,FOSTER NORTH,13005,FOSTER NORTH,VIC,4897,2002-01-30,0,2017-05-26
9.91066e+06,5.30249e+07,locality,TARWIN,13006,TARWIN,VIC,4897,2002-01-30,0,2017-05-26
9.91067e+06,5.30249e+07,locality,FOSTER,1233,FOSTER,VIC,4897,2002-01-30,0,2017-05-26
9.91067e+06,5.30249e+07,locality,BUFFALO,1127,BUFFALO,VIC,4897,2002-01-30,0,2017-05-26
9.91068e+06,5.30249e+07,locality,MIDDLE TARWIN,13017,MIDDLE TARWIN,VIC,4897,2002-01-30,0,2017-05-26
9.91068e+06,5.30249e+07,locality,TARWIN LOWER,11320,TARWIN LOWER,VIC,4897,2002-01-30,0,2017-05-26
9.91068e+06,5.30249e+07,locality,FISH CREEK,1226,FISH CREEK,VIC,4897,2002-01-30,0,2017-05-26
4.16079e+06,5.32655e+07,locality,MILLGROVE,533,MILLGROVE,VIC,4712,2002-01-14,0,2017-09-12
4.16014e+06,5.09918e+07,locality,SOUTH PURRUMBETE,12630,SOUTH PURRUMBETE,VIC,4897,2002-01-14,0,2016-07-06
4.16014e+06,5.09918e+07,locality,COLAC WEST,12631,COLAC WEST,VIC,4897,2002-01-14,0,2016-07-06
4.16154e+06,5.27928e+07,locality,LAHARUM,12158,LAHARUM,VIC,4897,2002-01-14,0,2017-04-03
9.91059e+06,5.09918e+07,locality,THE HONEYSUCKLES,12950,THE HONEYSUCKLES,VIC,4897,2002-01-30,0,2016-07-06
4.16012e+06,5.09918e+07,locality,BAMBRA,97,BAMBRA,VIC,4712,2002-01-14,0,2016-07-06
4.16011e+06,5.09918e+07,locality,ELINGAMITE NORTH,12632,ELINGAMITE NORTH,VIC,4897,2002-01-14,0,2016-07-06
4.16119e+06,5.27928e+07,locality,WATERLOO,12366,WATERLOO,VIC,4897,2002-01-14,0,2017-04-03
4.16148e+06,5.27928e+07,locality,WARTOOK,12194,WARTOOK,VIC,4897,2002-01-14,0,2017-04-03
4.16011e+06,5.09918e+07,locality,TOWER HILL,12635,TOWER HILL,VIC,4897,2002-01-14,0,2016-07-06
4.16011e+06,5.09918e+07,locality,RED HILL,658,RED HILL,VIC,4712,2002-01-14,0,2016-07-06
4.16142e+06,5.27928e+07,locality,BRIMPAEN,12223,BRIMPAEN,VIC,4897,2002-01-14,0,2017-04-03
4.1614e+06,5.27928e+07,locality,ZUMSTEINS,12236,ZUMSTEINS,VIC,4897,2002-01-14,0,2017-04-03
4.16134e+06,5.27928e+07,locality,CHERRYPOOL,12266,CHERRYPOOL,VIC,4897,2002-01-14,0,2017-04-03
4.16132e+06,5.27928e+07,locality,POMONAL,12298,POMONAL,VIC,4897,2002-01-14,0,2017-04-03
4.16132e+06,5.27928e+07,locality,GLENISLA,12296,GLENISLA,VIC,4897,2002-01-14,0,2017-04-03
4.16126e+06,5.27928e+07,locality,MOYSTON,12325,MOYSTON,VIC,4897,2002-01-14,0,2017-04-03
4.16126e+06,5.27928e+07,locality,ARARAT,1069,ARARAT,VIC,4897,2002-01-14,0,2017-04-03
4.16122e+06,5.27928e+07,locality,RAGLAN,12350,RAGLAN,VIC,4897,2002-01-14,0,2017-04-03
4.16119e+06,5.27928e+07,locality,BUANGOR,1125,BUANGOR,VIC,4897,2002-01-14,0,2017-04-03
4.1612e+06,5.27928e+07,locality,DENICULL CREEK,6110,DENICULL CREEK,VIC,4897,2002-01-14,0,2017-04-03
4.16118e+06,5.27928e+07,locality,LANGI KAL KAL,12375,LANGI KAL KAL,VIC,4897,2002-01-14,0,2017-04-03
4.16117e+06,5.27928e+07,locality,MAROONA,1380,MAROONA,VIC,4897,2002-01-14,0,2017-04-03
4.16122e+06,5.27929e+07,locality,MIDDLE CREEK,1401,MIDDLE CREEK,VIC,4897,2002-01-14,0,2017-04-03
4.16114e+06,5.27929e+07,locality,LANGI LOGAN,1347,LANGI LOGAN,VIC,4897,2002-01-14,0,2017-04-03
4.16115e+06,5.27929e+07,locality,BALLYROGAN,12389,BALLYROGAN,VIC,4897,2002-01-14,0,2017-04-03
4.16113e+06,5.27929e+07,locality,BEAUFORT,1093,BEAUFORT,VIC,4897,2002-01-14,0,2017-04-03
4.16111e+06,5.27929e+07,locality,TRAWALLA,1595,TRAWALLA,VIC,4897,2002-01-14,0,2017-04-03
4.16112e+06,5.27929e+07,locality,WILLAURA,1641,WILLAURA,VIC,4897,2002-01-14,0,2017-04-03
4.16111e+06,5.27929e+07,locality,TATYOON,1575,TATYOON,VIC,4897,2002-01-14,0,2017-04-03
4.16108e+06,5.27929e+07,locality,BREWSTER,12412,BREWSTER,VIC,4897,2002-01-14,0,2017-04-03
4.16109e+06,5.27929e+07,locality,VICTORIA VALLEY,12413,VICTORIA VALLEY,VIC,4897,2002-01-14,0,2017-04-03
4.16106e+06,5.27929e+07,locality,VICTORIA POINT,12421,VICTORIA POINT,VIC,4897,2002-01-14,0,2017-04-03
4.16107e+06,5.27929e+07,locality,ROSSBRIDGE,12426,ROSSBRIDGE,VIC,4897,2002-01-14,0,2017-04-03
4.16107e+06,5.27929e+07,locality,BORNES HILL,12428,BORNES HILL,VIC,4897,2002-01-14,0,2017-04-03
4.16107e+06,5.27929e+07,locality,NERRING,12429,NERRING,VIC,4897,2002-01-14,0,2017-04-03
1.17377e+07,5.09918e+07,locality,DUTTON WAY,18414,DUTTON WAY,VIC,5519,2005-10-17,0,2016-07-06
4.16108e+06,5.27929e+07,locality,LAKE GOLDSMITH,10233,LAKE GOLDSMITH,VIC,4897,2002-01-14,0,2017-04-03
4.16105e+06,5.27929e+07,locality,MENA PARK,12441,MENA PARK,VIC,4897,2002-01-14,0,2017-04-03
4.161e+06,5.27929e+07,locality,CHEPSTOWE,12465,CHEPSTOWE,VIC,4897,2002-01-14,0,2017-04-03
4.16012e+06,5.09918e+07,locality,CRIB POINT,263,CRIB POINT,VIC,4712,2002-01-14,0,2016-07-06
4.16097e+06,5.27929e+07,locality,STREATHAM,12467,STREATHAM,VIC,4897,2002-01-14,0,2017-04-03
4.16098e+06,5.27929e+07,locality,MOUNT EMU,12468,MOUNT EMU,VIC,4897,2002-01-14,0,2017-04-03
4.16098e+06,5.27929e+07,locality,MININERA,1405,MININERA,VIC,4897,2002-01-14,0,2017-04-03
4.16012e+06,5.09918e+07,locality,MCCRAE,515,MCCRAE,VIC,4712,2002-01-14,0,2016-07-06
4.16012e+06,5.09918e+07,locality,ARTHURS SEAT,75,ARTHURS SEAT,VIC,4712,2002-01-14,0,2016-07-06
9.9106e+06,5.09918e+07,locality,DARRIMAN,12956,DARRIMAN,VIC,4897,2002-01-30,0,2016-07-06
4.16097e+06,5.27929e+07,locality,KARABEAL,12480,KARABEAL,VIC,4897,2002-01-14,0,2017-04-03
4.16094e+06,5.27929e+07,locality,GLENTHOMPSON,1257,GLENTHOMPSON,VIC,4897,2002-01-14,0,2017-04-03
1.15808e+07,5.27929e+07,locality,LAKE BOLAC,10154,LAKE BOLAC,VIC,4897,2004-12-01,4.16095e+06,2017-04-03
4.16095e+06,5.27929e+07,locality,DUNKELD,1202,DUNKELD,VIC,4897,2002-01-14,0,2017-04-03
4.16094e+06,5.27929e+07,locality,SKIPTON,1541,SKIPTON,VIC,4897,2002-01-14,0,2017-04-03
4.16093e+06,5.27929e+07,locality,PITTONG,1490,PITTONG,VIC,4897,2002-01-14,0,2017-04-03
1.15808e+07,5.27929e+07,locality,WICKLIFFE,12492,WICKLIFFE,VIC,4897,2004-12-01,4.1609e+06,2017-04-03
4.1609e+06,5.27929e+07,locality,CARRANBALLAC,12493,CARRANBALLAC,VIC,4897,2002-01-14,0,2017-04-03
4.16091e+06,5.27929e+07,locality,WESTMERE,1639,WESTMERE,VIC,4897,2002-01-14,0,2017-04-03
4.1601e+06,5.09918e+07,locality,WHOOREL,841,WHOOREL,VIC,4712,2002-01-14,0,2016-07-06
4.16102e+06,5.29303e+07,locality,BALLARAT NORTH,12448,BALLARAT NORTH,VIC,4897,2002-01-14,0,2017-05-05
4.16098e+06,5.29303e+07,locality,DELACOMBE,12469,DELACOMBE,VIC,4897,2002-01-14,0,2017-05-05
4.16096e+06,5.29104e+07,locality,SMYTHESDALE,1543,SMYTHESDALE,VIC,4897,2002-01-14,0,2017-05-02
4.1601e+06,5.09918e+07,locality,BLAIRGOWRIE,152,BLAIRGOWRIE,VIC,4712,2002-01-14,0,2016-07-06
4.1601e+06,5.09918e+07,locality,HMAS CERBERUS,408,HMAS CERBERUS,VIC,4712,2002-01-14,0,2016-07-06
4.16109e+06,5.29303e+07,locality,INVERMAY,12418,INVERMAY,VIC,4897,2002-01-14,0,2017-05-05
4.1601e+06,5.09918e+07,locality,ECKLIN SOUTH,12640,ECKLIN SOUTH,VIC,4897,2002-01-14,0,2016-07-06
4.16104e+06,5.29303e+07,locality,INVERMAY PARK,12444,INVERMAY PARK,VIC,4897,2002-01-14,0,2017-05-05
4.1601e+06,5.09918e+07,locality,KILLARNEY,12641,KILLARNEY,VIC,4897,2002-01-14,0,2016-07-06
4.16011e+06,5.09918e+07,locality,BELLS BEACH,130,BELLS BEACH,VIC,4712,2002-01-14,0,2016-07-06
4.16011e+06,5.09918e+07,locality,RED HILL SOUTH,659,RED HILL SOUTH,VIC,4712,2002-01-14,0,2016-07-06
4.16102e+06,5.29303e+07,locality,NERRINA,12446,NERRINA,VIC,4897,2002-01-14,0,2017-05-05
4.16009e+06,5.09918e+07,locality,SOMERS,709,SOMERS,VIC,4712,2002-01-14,0,2016-07-06
4.16008e+06,5.09918e+07,locality,THE GURDIES,770,THE GURDIES,VIC,4712,2002-01-14,0,2016-07-06
4.16096e+06,5.29303e+07,locality,SEBASTOPOL,12475,SEBASTOPOL,VIC,4897,2002-01-14,0,2017-05-05
4.16137e+06,5.16936e+07,locality,KORIELLA,1329,KORIELLA,VIC,4897,2002-01-14,0,2016-11-15
4.16133e+06,5.16936e+07,locality,ALEXANDRA,1062,ALEXANDRA,VIC,4897,2002-01-14,0,2016-11-15
4.16131e+06,5.16936e+07,locality,WHANREGARWEN,12287,WHANREGARWEN,VIC,4897,2002-01-14,0,2016-11-15
4.16126e+06,5.16936e+07,locality,ACHERON,12323,ACHERON,VIC,4897,2002-01-14,0,2016-11-15
4.16011e+06,5.09918e+07,locality,BULLAHARRE,12637,BULLAHARRE,VIC,4897,2002-01-14,0,2016-07-06
4.16123e+06,5.16936e+07,locality,TAGGERTY,12344,TAGGERTY,VIC,4897,2002-01-14,0,2016-11-15
4.16115e+06,5.16936e+07,locality,BUXTON,12392,BUXTON,VIC,4897,2002-01-14,0,2016-11-15
4.16008e+06,5.09918e+07,locality,ROSEBROOK,12642,ROSEBROOK,VIC,4897,2002-01-14,0,2016-07-06
4.16084e+06,5.27929e+07,locality,STRATHKELLAR,1555,STRATHKELLAR,VIC,4897,2002-01-14,0,2017-04-03
4.16009e+06,5.09918e+07,locality,WOODLEIGH,857,WOODLEIGH,VIC,4712,2002-01-14,0,2016-07-06
4.16079e+06,5.27929e+07,locality,WARRAYURE,12507,WARRAYURE,VIC,4897,2002-01-14,0,2017-04-03
1.15808e+07,5.27929e+07,locality,NARRAPUMELAP SOUTH,12508,NARRAPUMELAP SOUTH,VIC,4897,2004-12-01,4.1608e+06,2017-04-03
4.16009e+06,5.09918e+07,locality,RYE,685,RYE,VIC,4712,2002-01-14,0,2016-07-06
4.16086e+06,5.27929e+07,locality,MANNIBADAR,12503,MANNIBADAR,VIC,4897,2002-01-14,0,2017-04-03
4.16009e+06,5.09918e+07,locality,ELINGAMITE,12645,ELINGAMITE,VIC,4897,2002-01-14,0,2016-07-06
4.1608e+06,5.27929e+07,locality,NERRIN NERRIN,1448,NERRIN NERRIN,VIC,4897,2002-01-14,0,2017-04-03
4.16009e+06,5.09918e+07,locality,CARPENDEIT,12646,CARPENDEIT,VIC,4897,2002-01-14,0,2016-07-06
4.16075e+06,5.27929e+07,locality,VITE VITE NORTH,12512,VITE VITE NORTH,VIC,4897,2002-01-14,0,2017-04-03
4.16074e+06,5.27929e+07,locality,BRADVALE,12516,BRADVALE,VIC,4897,2002-01-14,0,2017-04-03
4.16072e+06,5.27929e+07,locality,TARRINGTON,12517,TARRINGTON,VIC,4897,2002-01-14,0,2017-04-03
